sample_uid,observation_uid,tag_id,camera_role,sample_observation_count,retained_observation_count,candidate_fit_success,current_stage5_rejected,current_stage5_survived,gt_distance_error_m,gt_abs_distance_error_m,gt_angle_error_deg,gt_abs_angle_error_deg,gt_distance_villain_gt8cm,gt_angle_villain_gt8deg,gt_any_da_villain,holdout_fit_x_m,holdout_fit_y_m,holdout_fit_heading_deg,heldout_predicted_distance_m,heldout_distance_residual_m,heldout_normalized_distance_residual,heldout_predicted_angle_deg,heldout_angle_residual_deg,heldout_normalized_angle_residual,heldout_H_score,retained_C_rms,retained_C_max,H_over_C,H_minus_C,H_over_1plus_C,sample_rank_heldout_H_score,sample_rank_H_over_C,sample_rank_H_minus_C,sample_rank_H_over_1plus_C,global_rank_heldout_H_score,global_percentile_heldout_H_score,global_rank_H_over_C,global_percentile_H_over_C,global_rank_H_minus_C,global_percentile_H_minus_C,global_rank_H_over_1plus_C,global_percentile_H_over_1plus_C
main29_s010,main29_s010_o062,48,front,3,2,True,N,Y,-0.024,0.024,5.9,5.9,N,N,N,3.7291243830577554,3.102537086066163,257.6568574838269,3.056090706950963,0.18109070695096285,3.621814139019257,-27.5695432395205,-2.669543239520493,-1.0678172958081973,2.6699973253569875,0.10049956872202673,0.10124457723854331,26.56725157440201,2.5694977566349606,2.426168443171283,1,1,1,1,3,0.9896907216494846,1,1.0,2,0.9948453608247423,1,1.0
main29_s001,main29_s001_o006,45,rear,5,4,True,N,Y,-0.05,0.05,1.8,1.8,N,N,N,1.897391499552116,1.0714122565281703,57.59849829587991,0.9259911342802283,0.09299113428022832,1.8598226856045663,-21.11674345130473,-11.816743451304717,-4.726697380521887,3.5916993574714633,0.9097717870689804,1.3494089757268148,3.9479124419134517,2.681927570402483,1.8806955793308786,1,1,1,1,1,1.0,17,0.9175257731958762,1,1.0,2,0.9948453608247423
repeat10_s005,repeat10_s005_o031,49,rear,7,6,True,N,Y,-0.039,0.039,-0.3,0.3,N,N,N,4.84887192456344,1.0177998511668385,114.1990736228305,1.0287422678252405,0.13174226782524046,2.634845356504809,-10.145562303244333,-7.645562303244333,-3.0582249212977333,2.854395708546862,0.7229818855151567,1.1837745630403622,3.94808744967791,2.1314138230317052,1.656660312301207,1,1,1,1,2,0.9948453608247423,16,0.9226804123711341,3,0.9896907216494846,3,0.9896907216494846
repeat10_s006,repeat10_s006_o037,40,front,6,5,True,Y,N,-0.15,0.15,4.0,4.0,Y,N,Y,5.003111032656664,2.027365192863237,114.99212775573928,4.602411513939742,0.1374115139397425,2.74823027879485,-30.221121647393034,-4.321121647393028,-1.2221977676814384,2.126797715887704,0.33522257587719745,0.48978464969543034,6.3444346202590385,1.7915751400105067,1.5928413391980494,1,1,1,1,4,0.9845360824742269,4,0.9845360824742269,4,0.9845360824742269,4,0.9845360824742269
main29_s022,main29_s022_o141,51,rear,5,4,True,N,Y,-0.031,0.031,0.4,0.4,N,N,N,8.004998291667048,1.070661996467651,39.10869381450522,0.7431720431997707,0.08917204319977068,1.7834408639954136,-13.741540068985955,-4.641540068985961,-1.8566160275943844,1.8203961642028719,0.3410287090515991,0.45729615692080083,5.337955767024407,1.4793674551512728,1.3574624852664716,1,1,1,1,7,0.9690721649484536,7,0.9690721649484536,5,0.979381443298969,5,0.979381443298969
main29_s017,main29_s017_o112,51,front,5,4,True,Y,N,-0.097,0.097,6.9,6.9,Y,N,Y,6.033370439676741,4.024578223769301,261.23798112465676,3.8335141482268464,0.10651414822684657,2.1302829645369314,-31.35888133198955,-4.958881331989545,-1.4025834467796747,1.8035168191864208,0.3734799179521768,0.4423624083253827,4.8289525955646075,1.430036901234244,1.3131002467625577,1,1,1,1,9,0.9587628865979382,12,0.9432989690721649,6,0.9742268041237113,6,0.9742268041237113
main29_s003,main29_s003_o017,47,front,7,6,True,Y,N,-0.056,0.056,4.3,4.3,N,N,N,1.9651478591238762,2.9957935930080786,262.5854429839598,3.270125326773394,0.071125326773394,1.42250653546788,-37.08910100312653,-7.289101003126518,-2.061669099225771,1.7711584229186321,0.41863052004910184,0.575160084403729,4.230839220014083,1.3525279028695303,1.248498744308228,1,1,1,1,13,0.9381443298969072,15,0.9278350515463918,8,0.9639175257731959,7,0.9690721649484536
main29_s004,main29_s004_o022,47,front,6,5,True,N,Y,0.154,0.154,-3.5,3.5,Y,N,Y,1.9517694364846294,3.989693913898446,289.1043518762463,4.160685713989827,-0.14531428601017282,-2.9062857202034564,-3.61947186120733,1.8805281387926698,0.7522112555170679,2.1227715916208565,0.7008569955768706,1.0617389085558882,3.0288227199239377,1.4219145960439858,1.2480600057154643,1,1,1,1,5,0.979381443298969,29,0.8556701030927836,7,0.9690721649484536,8,0.9639175257731959
main29_s006,main29_s006_o036,48,front,5,4,True,Y,N,-0.045,0.045,4.5,4.5,N,N,N,2.9809194257771616,2.9933334947513885,263.11555502801866,3.232258369838177,0.049258369838176996,0.9851673967635399,-35.45249982550746,-6.752499825507471,-1.9098953666309246,1.5195813751037035,0.23145767440851683,0.31352180500774346,6.565266755517821,1.2881237006951867,1.233969633453765,1,1,1,1,17,0.9175257731958762,3,0.9896907216494846,10,0.9536082474226804,9,0.9587628865979382
repeat10_s007,repeat10_s007_o044,35,front,5,4,True,N,Y,-0.053,0.053,5.7,5.7,N,N,N,6.0508482632234495,1.985511468237886,64.30056895231017,3.2102553217367396,0.07625532173673966,1.5251064347347931,-36.157257668827924,-7.2572576688279185,-2.0526624441785186,1.808227411999166,0.5081906688110173,0.6818917029616378,3.558167284396948,1.3000367431881488,1.1989382041626626,1,1,1,1,8,0.9639175257731959,20,0.9020618556701031,9,0.9587628865979382,10,0.9536082474226804
main29_s028,main29_s028_o172,32,rear,4,3,True,N,Y,0.018,0.018,-2.4,2.4,N,N,N,9.07881523600744,3.069477088943027,291.24736843196723,2.1628408054159993,-0.061159194584000875,-1.2231838916800175,2.8770436650335967,-4.022956334966409,-1.6091825339865635,1.4292738122124973,0.28000551478347524,0.38608646901477306,5.104448793866567,1.149268297429022,1.1166153549379607,1,1,1,1,21,0.8969072164948454,11,0.9484536082474226,13,0.9381443298969072,11,0.9484536082474226
main29_s013,main29_s013_o084,40,front,6,5,True,N,Y,-0.129,0.129,4.8,4.8,Y,N,Y,4.953395453662435,1.9757358092604518,115.45655924993562,4.591365350722761,0.10536535072276099,2.1073070144552197,-28.868743148195648,-3.6687431481956594,-1.0376772634083336,1.6609510763666067,0.4982518136540042,0.740265894825542,3.3335575121860037,1.1626992627126025,1.108592735366563,1,1,1,1,15,0.9278350515463918,23,0.8865979381443299,11,0.9484536082474226,12,0.9432989690721649
main29_s016,main29_s016_o104,35,front,6,5,True,Y,N,-0.039,0.039,6.9,6.9,N,N,N,6.001315500884986,2.0384630094009584,65.457850913029,3.1488003565043474,0.0018003565043476222,0.036007130086952444,-34.27207445471828,-6.57207445471829,-1.8588633653576738,1.3146614629793396,0.18837063145730065,0.213579516008592,6.979121176208105,1.126290831522039,1.1062722589897467,1,1,1,1,30,0.8505154639175257,2,0.9948453608247423,15,0.9278350515463918,13,0.9381443298969072
main29_s027,main29_s027_o163,31,front,3,2,True,N,Y,-0.019,0.019,3.8,3.8,N,N,N,8.810436663213036,1.9851769485793718,84.98769930086081,2.280539229789654,0.12253922978965415,2.450784595793083,25.58387830554517,0.2838783055451586,0.08029290995309134,1.7338962031167553,0.5730463588961034,0.6626077902797015,3.025752063858974,1.1608498442206518,1.1022537214564543,1,2,1,1,14,0.9329896907216495,30,0.8505154639175257,12,0.9432989690721649,14,0.9329896907216495
main29_s009,main29_s009_o056,37,front,6,5,True,Y,N,-0.054,0.054,6.1,6.1,N,N,N,3.987040714665121,1.9933504868672673,65.33708909604093,3.175635932524309,0.0586359325243091,1.172718650486182,-32.13538526415181,-5.435385264151819,-1.537359111457274,1.3672494415392589,0.2563163206102813,0.43504474786428743,5.334227014042179,1.1109331209289777,1.088300310287372,1,1,1,1,24,0.8814432989690721,9,0.9587628865979382,16,0.9226804123711341,15,0.9278350515463918
main29_s017,main29_s017_o113,34,rear,5,4,True,N,Y,-0.058,0.058,0.9,0.9,N,N,N,6.167517581134122,3.9898690065663778,259.92411980608574,1.159763258362262,0.017763258362262002,0.35526516724524004,3.3032120524777895,-8.8967879475222,-2.5163916353886773,1.7970030887163062,0.6598072305688485,0.9868057915295226,2.7235274265894778,1.1371958581474577,1.0826577060400189,2,2,2,2,11,0.9484536082474226,33,0.8350515463917526,14,0.9329896907216495,16,0.9226804123711341
repeat10_s005,repeat10_s005_o028,40,front,7,6,True,N,Y,-0.206,0.206,1.2,1.2,Y,N,Y,4.9607493556141735,1.0311580701909142,115.44362541579923,5.204443197599912,0.15644319759991188,2.617795397100358,-20.451195122660096,-0.6511951226600843,-0.2604780490640337,1.8602018109769738,0.775108564541555,1.204305738021807,2.39992421200662,1.0850932464354188,1.047936925174712,2,2,2,2,6,0.9742268041237113,40,0.7989690721649485,17,0.9175257731958762,17,0.9175257731958762
main29_s026,main29_s026_o159,31,front,3,2,True,N,Y,-0.008,0.008,3.6,3.6,N,N,N,8.938857751499462,1.064116981999694,43.11538127888074,3.06781553967555,-0.032184460324450104,-0.6436892064890021,-27.919964742236232,-4.019964742236226,-1.6079858968944905,1.2247355712891703,0.20176058412375478,0.21345278498535086,6.070241998000704,1.0229749871654155,1.0191177739301271,1,1,1,1,38,0.8092783505154639,6,0.9742268041237113,19,0.9072164948453608,18,0.9123711340206185
main29_s012,main29_s012_o075,40,front,6,5,True,Y,N,-0.142,0.142,1.9,1.9,Y,N,Y,4.984949584210172,0.9682345449899123,116.60997030485285,5.265315411609394,0.15231541160939344,2.548724326373275,-18.964999371561703,0.0350006284382971,0.01400025137531884,1.8022474440105993,0.7744102068797704,0.9377937846081497,2.327251665847948,1.027837237130829,1.0156881633248604,1,1,1,1,10,0.9536082474226804,43,0.7835051546391752,18,0.9123711340206185,19,0.9072164948453608
repeat10_s002,repeat10_s002_o010,39,rear,5,4,True,N,Y,-0.045,0.045,-1.6,1.6,N,N,N,2.026594410702233,3.961835354017857,288.085699686314,1.205574943899178,0.08857494389917808,1.7714988779835616,2.0852061564098108,-1.2147938435902006,-0.48591753743608024,1.2989080275148357,0.2834069899137704,0.38621784651890045,4.58318980738634,1.0155010376010654,1.0120780373824416,1,1,1,1,31,0.845360824742268,13,0.9381443298969072,20,0.9020618556701031,20,0.9020618556701031
repeat10_s008,repeat10_s008_o052,51,front,6,5,True,Y,N,-0.059,0.059,5.7,5.7,N,N,N,5.999377917289295,3.9918853521289948,260.15563259631335,3.817204766412352,0.051204766412352054,1.024095328247041,-33.11409427390805,-5.6140942739080515,-1.58790565252038,1.3360792646103727,0.3569294073175901,0.5086060819876569,3.7432591353324685,0.9791498572927826,0.9846343202566193,1,1,1,1,27,0.865979381443299,18,0.9123711340206185,22,0.8917525773195876,21,0.8969072164948454
main29_s005,main29_s005_o029,38,front,5,4,True,N,Y,-0.049,0.049,5.4,5.4,N,N,N,3.0012160632407388,2.0110794852231084,65.26746845549344,3.1551898409508454,0.03718984095084554,0.7437968190169109,-31.83694167763315,-5.236941677633155,-1.4812307891731433,1.172023540457735,0.19103075614671794,0.2942343903306252,6.135260960583657,0.9809927843110171,0.9840413729109095,1,1,1,1,43,0.7835051546391752,5,0.979381443298969,21,0.8969072164948454,22,0.8917525773195876
main29_s001,main29_s001_o005,39,front,5,4,True,N,Y,-0.065,0.065,5.6,5.6,N,N,N,2.03856619458624,0.9989237359206179,58.80568174845121,4.164902102395475,0.07090210239547456,1.4180420479094913,-36.6509905154856,-7.3509905154855915,-2.0791740967751426,1.7795797501573334,0.8853278385402261,1.4043352520111887,2.010079964379744,0.8942519116171073,0.9439099735222859,2,2,2,2,12,0.9432989690721649,51,0.7422680412371134,25,0.8762886597938144,23,0.8865979381443299
main29_s014,main29_s014_o092,49,front,6,5,True,N,Y,-0.02,0.02,6.5,6.5,N,N,N,5.005494587623389,2.9828244870781875,245.0799694802406,2.872935140138727,0.0019351401387268652,0.038702802774537304,-34.49098702659518,-6.390987026595184,-1.807644105992282,1.2784903442872069,0.36441706127107854,0.5645340666988558,3.50831637747108,0.9140732830161283,0.9370231292008157,1,1,1,1,32,0.8402061855670103,21,0.8969072164948454,23,0.8865979381443299,24,0.8814432989690721
repeat10_s010,repeat10_s010_o063,53,front,5,4,True,N,Y,-0.037,0.037,6.0,6.0,N,N,N,9.020868306317153,3.9772272696851085,243.50315475979954,3.883582276837059,0.011582276837059258,0.23164553674118515,-36.20174699432562,-7.301746994325612,-2.065245925678453,1.4695067860039914,0.5987966354259111,0.9275243701372892,2.454099938218195,0.8707101505780803,0.9191330238273377,1,1,1,1,18,0.9123711340206185,39,0.8041237113402062,27,0.865979381443299,25,0.8762886597938144
repeat10_s001,repeat10_s001_o004,39,front,4,3,True,N,Y,-0.047,0.047,6.3,6.3,N,N,N,1.988891353202855,1.0103873195728383,59.42704557850283,4.1487007773942315,0.035700777394231054,0.7140155478846211,-35.35510335669801,-6.655103356698021,-1.8823474852074102,1.4235607218674653,0.5585240710400917,0.6842303919595374,2.548790277232796,0.8650366508273736,0.9134031025375452,1,1,1,1,23,0.8865979381443299,37,0.8144329896907216,28,0.8608247422680413,26,0.8711340206185567
main29_s027,main29_s027_o165,33,front,3,2,True,N,Y,-0.073,0.073,6.2,6.2,N,N,N,9.00096772437357,2.0204288877079617,87.36922145982759,3.4990058967469926,0.05400589674699274,1.0801179349398549,-29.667113349081234,-3.967113349081245,-1.1220691003484096,1.1012932895771739,0.2063732659834392,0.23235806543312065,5.336414502765824,0.8949200235937347,0.9128959673019579,2,1,2,2,51,0.7422680412371134,8,0.9639175257731959,24,0.8814432989690721,27,0.865979381443299
main29_s024,main29_s024_o150,52,front,4,3,True,N,Y,-0.024,0.024,5.1,5.1,N,N,N,8.014804575444694,2.98321937003652,249.30913005105594,2.704870446435147,0.004870446435147002,0.09740892870294005,-32.58811497680853,-5.488114976808532,-1.5522733264131063,1.0997820191484913,0.20784052628730307,0.2809413741229851,5.291470526918487,0.8919414928611882,0.9105357828396723,1,1,1,1,52,0.7371134020618557,10,0.9536082474226804,26,0.8711340206185567,28,0.8608247422680413
main29_s004,main29_s004_o023,48,front,6,5,True,N,Y,-0.068,0.068,-2.6,2.6,N,N,N,1.9145797396142594,4.026467346768288,288.9078606549595,4.659067394627581,0.13706739462758044,2.293576200521361,-14.829694285553614,0.7703057144463799,0.30812228577855194,1.6363726853304847,0.8681512072016155,1.427984095786622,1.8848936357586161,0.7682214781288692,0.8759316050126789,2,2,2,2,16,0.9226804123711341,58,0.7061855670103092,33,0.8350515463917526,29,0.8556701030927836
main29_s013,main29_s013_o086,49,rear,6,5,True,N,Y,0.004,0.004,-0.0,0.0,N,N,N,4.833746690194184,1.9227016995486865,113.77387293445835,1.8525618984059111,-0.032438101594088886,-0.6487620318817777,5.0064897058418865,-6.793510294158125,-1.9214948788239312,1.4340562651719715,0.6755018093435924,0.9807313766870863,2.122949554443817,0.7585544558283791,0.8558965780728035,2,2,2,2,19,0.9072164948453608,47,0.7628865979381443,34,0.8298969072164948,30,0.8505154639175257
main29_s007,main29_s007_o046,38,rear,6,5,True,N,Y,-0.068,0.068,-2.9,2.9,N,N,N,2.8950054152678,3.993759073936517,277.4091200842259,1.151627566897211,0.046627566897210926,0.9325513379442185,-5.196698638063538,5.203301361936468,1.47171587103299,1.2319901791313,0.44291811179459234,0.6408596999886856,2.781530369439143,0.7890720673367075,0.8538185008981859,1,1,1,1,37,0.8144329896907216,32,0.8402061855670103,29,0.8556701030927836,31,0.845360824742268
main29_s015,main29_s015_o099,49,front,5,4,True,N,Y,-0.064,0.064,5.4,5.4,N,N,N,4.99602883273258,3.981095148761458,244.9455914497121,3.8621311437846364,0.04513114378463623,0.9026228756927246,-32.30239753586943,-5.50239753586942,-1.5563130441589668,1.2721710472933965,0.4902638688250946,0.7303534403896289,2.5948700856584095,0.7819071784683018,0.8536548955564226,1,1,1,1,34,0.8298969072164948,35,0.8247422680412371,31,0.845360824742268,32,0.8402061855670103
